year;state;month;number;date;;
2002;Pernambuco;Jan;10;2002;Janeiro;
2003;Pernambuco;Jan;188;2003;Janeiro;
2004;Pernambuco;Jan;29;2004;Janeiro;
2005;Pernambuco;Jan;221;2005;Janeiro;
2006;Pernambuco;Jan;148;2006;Janeiro;
2007;Pernambuco;Jan;156;2007;Janeiro;
2008;Pernambuco;Jan;170;2008;Janeiro;
2009;Pernambuco;Jan;256;2009;Janeiro;
2010;Pernambuco;Jan;47;2010;Janeiro;
2011;Pernambuco;Jan;49;2011;Janeiro;
2012;Pernambuco;Jan;146;2012;Janeiro;
2013;Pernambuco;Jan;55;2013;Janeiro;
2014;Pernambuco;Jan;99;2014;Janeiro;
2015;Pernambuco;Jan;109;2015;Janeiro;
2016;Pernambuco;Jan;24;2016;Janeiro;
2017;Pernambuco;Jan;52;2017;Janeiro;
1998;Pernambuco;Feb;0;1998;Fevereiro;
1999;Pernambuco;Feb;13;1999;Fevereiro;
2000;Pernambuco;Feb;4;2000;Fevereiro;
2001;Pernambuco;Feb;2;2001;Fevereiro;
2002;Pernambuco;Feb;19;2002;Fevereiro;
2003;Pernambuco;Feb;35;2003;Fevereiro;
2004;Pernambuco;Feb;8;2004;Fevereiro;
2005;Pernambuco;Feb;33;2005;Fevereiro;
2006;Pernambuco;Feb;41;2006;Fevereiro;
2007;Pernambuco;Feb;21;2007;Fevereiro;
2008;Pernambuco;Feb;48;2008;Fevereiro;
2009;Pernambuco;Feb;28;2009;Fevereiro;
2010;Pernambuco;Feb;33;2010;Fevereiro;
2011;Pernambuco;Feb;25;2011;Fevereiro;
2012;Pernambuco;Feb;64;2012;Fevereiro;
2013;Pernambuco;Feb;29;2013;Fevereiro;
2014;Pernambuco;Feb;25;2014;Fevereiro;
2015;Pernambuco;Feb;55;2015;Fevereiro;
2016;Pernambuco;Feb;19;2016;Fevereiro;
2017;Pernambuco;Feb;23;2017;Fevereiro;
1998;Pernambuco;Mar;0;1998;Março;
1999;Pernambuco;Mar;27;1999;Março;
2000;Pernambuco;Mar;14;2000;Março;
2001;Pernambuco;Mar;0;2001;Março;
2002;Pernambuco;Mar;24;2002;Março;
2003;Pernambuco;Mar;9;2003;Março;
2004;Pernambuco;Mar;6;2004;Março;
2005;Pernambuco;Mar;45;2005;Março;
2006;Pernambuco;Mar;18;2006;Março;
2007;Pernambuco;Mar;4;2007;Março;
2008;Pernambuco;Mar;32;2008;Março;
2009;Pernambuco;Mar;15;2009;Março;
2010;Pernambuco;Mar;59;2010;Março;
2011;Pernambuco;Mar;39;2011;Março;
2012;Pernambuco;Mar;44;2012;Março;
2013;Pernambuco;Mar;40;2013;Março;
2014;Pernambuco;Mar;36;2014;Março;
2015;Pernambuco;Mar;33;2015;Março;
2016;Pernambuco;Mar;4;2016;Março;
2017;Pernambuco;Mar;7;2017;Março;
1998;Pernambuco;Apr;0;1998;Abril;
1999;Pernambuco;Apr;2;1999;Abril;
2000;Pernambuco;Apr;1;2000;Abril;
2001;Pernambuco;Apr;2;2001;Abril;
2002;Pernambuco;Apr;5;2002;Abril;
2003;Pernambuco;Apr;7;2003;Abril;
2004;Pernambuco;Apr;5;2004;Abril;
2005;Pernambuco;Apr;1;2005;Abril;
2006;Pernambuco;Apr;2;2006;Abril;
2007;Pernambuco;Apr;1;2007;Abril;
2008;Pernambuco;Apr;5;2008;Abril;
2009;Pernambuco;Apr;3;2009;Abril;
2010;Pernambuco;Apr;2;2010;Abril;
2011;Pernambuco;Apr;22;2011;Abril;
2012;Pernambuco;Apr;46;2012;Abril;
2013;Pernambuco;Apr;11;2013;Abril;
2014;Pernambuco;Apr;10;2014;Abril;
2015;Pernambuco;Apr;30;2015;Abril;
2016;Pernambuco;Apr;8;2016;Abril;
2017;Pernambuco;Apr;9;2017;Abril;
1998;Pernambuco;May;0;1998;Maio;
1999;Pernambuco;May;6;1999;Maio;
2000;Pernambuco;May;7;2000;Maio;
2001;Pernambuco;May;5;2001;Maio;
2002;Pernambuco;May;13;2002;Maio;
2003;Pernambuco;May;1;2003;Maio;
2004;Pernambuco;May;2;2004;Maio;
2005;Pernambuco;May;1;2005;Maio;
2006;Pernambuco;May;1;2006;Maio;
2007;Pernambuco;May;0;2007;Maio;
2008;Pernambuco;May;0;2008;Maio;
2009;Pernambuco;May;0;2009;Maio;
2010;Pernambuco;May;8;2010;Maio;
2011;Pernambuco;May;1;2011;Maio;
2012;Pernambuco;May;36;2012;Maio;
2013;Pernambuco;May;9;2013;Maio;
2014;Pernambuco;May;4;2014;Maio;
2015;Pernambuco;May;17;2015;Maio;
2016;Pernambuco;May;6;2016;Maio;
2017;Pernambuco;May;13;2017;Maio;
1998;Pernambuco;June;1;1998;Junho;
1999;Pernambuco;June;7;1999;Junho;
2000;Pernambuco;June;4;2000;Junho;
2001;Pernambuco;June;2;2001;Junho;
2002;Pernambuco;June;1;2002;Junho;
2003;Pernambuco;June;2;2003;Junho;
2004;Pernambuco;June;4;2004;Junho;
2005;Pernambuco;June;3;2005;Junho;
2006;Pernambuco;June;0;2006;Junho;
2007;Pernambuco;June;1;2007;Junho;
2008;Pernambuco;June;0;2008;Junho;
2009;Pernambuco;June;1;2009;Junho;
2010;Pernambuco;June;1;2010;Junho;
2011;Pernambuco;June;4;2011;Junho;
2012;Pernambuco;June;12;2012;Junho;
2013;Pernambuco;June;12;2013;Junho;
2014;Pernambuco;June;3;2014;Junho;
2015;Pernambuco;June;3;2015;Junho;
2016;Pernambuco;June;4;2016;Junho;
2017;Pernambuco;June;5;2017;Junho;
1998;Pernambuco;July;5;1998;Julho;
1999;Pernambuco;July;2;1999;Julho;
2000;Pernambuco;July;0;2000;Julho;
2001;Pernambuco;July;6;2001;Julho;
2002;Pernambuco;July;8;2002;Julho;
2003;Pernambuco;July;5;2003;Julho;
2004;Pernambuco;July;13;2004;Julho;
2005;Pernambuco;July;1;2005;Julho;
2006;Pernambuco;July;1;2006;Julho;
2007;Pernambuco;July;3;2007;Julho;
2008;Pernambuco;July;0;2008;Julho;
2009;Pernambuco;July;1;2009;Julho;
2010;Pernambuco;July;7;2010;Julho;
2011;Pernambuco;July;2;2011;Julho;
2012;Pernambuco;July;11;2012;Julho;
2013;Pernambuco;July;4;2013;Julho;
2014;Pernambuco;July;11;2014;Julho;
2015;Pernambuco;July;13;2015;Julho;
2016;Pernambuco;July;17;2016;Julho;
2017;Pernambuco;July;2;2017;Julho;
1998;Pernambuco;Aug;12;1998;Agosto;
1999;Pernambuco;Aug;3;1999;Agosto;
2000;Pernambuco;Aug;31;2000;Agosto;
2001;Pernambuco;Aug;27;2001;Agosto;
2002;Pernambuco;Aug;37;2002;Agosto;
2003;Pernambuco;Aug;26;2003;Agosto;
2004;Pernambuco;Aug;41;2004;Agosto;
2005;Pernambuco;Aug;10;2005;Agosto;
2006;Pernambuco;Aug;8;2006;Agosto;
2007;Pernambuco;Aug;20;2007;Agosto;
2008;Pernambuco;Aug;2;2008;Agosto;
2009;Pernambuco;Aug;10;2009;Agosto;
2010;Pernambuco;Aug;29;2010;Agosto;
2011;Pernambuco;Aug;27;2011;Agosto;
2012;Pernambuco;Aug;27;2012;Agosto;
2013;Pernambuco;Aug;14;2013;Agosto;
2014;Pernambuco;Aug;23;2014;Agosto;
2015;Pernambuco;Aug;21;2015;Agosto;
2016;Pernambuco;Aug;42;2016;Agosto;
2017;Pernambuco;Aug;20;2017;Agosto;
1998;Pernambuco;Sept;177;1998;Setembro;
1999;Pernambuco;Sept;64;1999;Setembro;
2000;Pernambuco;Sept;130;2000;Setembro;
2001;Pernambuco;Sept;298;2001;Setembro;
2002;Pernambuco;Sept;374;2002;Setembro;
2003;Pernambuco;Sept;510;2003;Setembro;
2004;Pernambuco;Sept;192;2004;Setembro;
2005;Pernambuco;Sept;154;2005;Setembro;
2006;Pernambuco;Sept;147;2006;Setembro;
2007;Pernambuco;Sept;164;2007;Setembro;
2008;Pernambuco;Sept;92;2008;Setembro;
2009;Pernambuco;Sept;164;2009;Setembro;
2010;Pernambuco;Sept;179;2010;Setembro;
2011;Pernambuco;Sept;243;2011;Setembro;
2012;Pernambuco;Sept;192;2012;Setembro;
2013;Pernambuco;Sept;143;2013;Setembro;
2014;Pernambuco;Sept;63;2014;Setembro;
2015;Pernambuco;Sept;116;2015;Setembro;
2016;Pernambuco;Sept;171;2016;Setembro;
2017;Pernambuco;Sept;69;2017;Setembro;
1998;Pernambuco;Oct;372;1998;Outubro;
1999;Pernambuco;Oct;180;1999;Outubro;
2000;Pernambuco;Oct;411;2000;Outubro;
2001;Pernambuco;Oct;461;2001;Outubro;
2002;Pernambuco;Oct;638;2002;Outubro;
2003;Pernambuco;Oct;859;2003;Outubro;
2004;Pernambuco;Oct;545;2004;Outubro;
2005;Pernambuco;Oct;408;2005;Outubro;
2006;Pernambuco;Oct;310;2006;Outubro;
2007;Pernambuco;Oct;702;2007;Outubro;
2008;Pernambuco;Oct;274;2008;Outubro;
2009;Pernambuco;Oct;254;2009;Outubro;
2010;Pernambuco;Oct;347;2010;Outubro;
2011;Pernambuco;Oct;461;2011;Outubro;
2012;Pernambuco;Oct;222;2012;Outubro;
2013;Pernambuco;Oct;161;2013;Outubro;
2014;Pernambuco;Oct;174;2014;Outubro;
2015;Pernambuco;Oct;194;2015;Outubro;
2016;Pernambuco;Oct;319;2016;Outubro;
2017;Pernambuco;Oct;256;2017;Outubro;
1998;Pernambuco;Nov;141;1998;Novembro;
1999;Pernambuco;Nov;41;1999;Novembro;
2000;Pernambuco;Nov;64;2000;Novembro;
2001;Pernambuco;Nov;208;2001;Novembro;
2002;Pernambuco;Nov;521;2002;Novembro;
2003;Pernambuco;Nov;560;2003;Novembro;
2004;Pernambuco;Nov;465;2004;Novembro;
2005;Pernambuco;Nov;452;2005;Novembro;
2006;Pernambuco;Nov;385;2006;Novembro;
2007;Pernambuco;Nov;359;2007;Novembro;
2008;Pernambuco;Nov;363;2008;Novembro;
2009;Pernambuco;Nov;486;2009;Novembro;
2010;Pernambuco;Nov;831;2010;Novembro;
2011;Pernambuco;Nov;352;2011;Novembro;
2012;Pernambuco;Nov;181;2012;Novembro;
2013;Pernambuco;Nov;110;2013;Novembro;
2014;Pernambuco;Nov;111;2014;Novembro;
2015;Pernambuco;Nov;315;2015;Novembro;
2016;Pernambuco;Nov;191;2016;Novembro;
2017;Pernambuco;Nov;66;2017;Novembro;
1998;Pernambuco;Dec;59;1998;Dezembro;
1999;Pernambuco;Dec;16;1999;Dezembro;
2000;Pernambuco;Dec;22;2000;Dezembro;
2001;Pernambuco;Dec;62;2001;Dezembro;
2002;Pernambuco;Dec;259;2002;Dezembro;
2003;Pernambuco;Dec;229;2003;Dezembro;
2004;Pernambuco;Dec;373;2004;Dezembro;
2005;Pernambuco;Dec;191;2005;Dezembro;
2006;Pernambuco;Dec;207;2006;Dezembro;
2007;Pernambuco;Dec;200;2007;Dezembro;
2008;Pernambuco;Dec;203;2008;Dezembro;
2009;Pernambuco;Dec;351;2009;Dezembro;
2010;Pernambuco;Dec;117;2010;Dezembro;
2011;Pernambuco;Dec;364;2011;Dezembro;
2012;Pernambuco;Dec;108;2012;Dezembro;
2013;Pernambuco;Dec;141;2013;Dezembro;
2014;Pernambuco;Dec;101;2014;Dezembro;
2015;Pernambuco;Dec;176;2015;Dezembro;
2016;Pernambuco;Dec;161;2016;Dezembro;
1998;Piau;Jan;0;1998;Janeiro;
1999;Piau;Jan;21;1999;Janeiro;
2000;Piau;Jan;5;2000;Janeiro;
2001;Piau;Jan;29;2001;Janeiro;
2002;Piau;Jan;33;2002;Janeiro;
2003;Piau;Jan;86;2003;Janeiro;
2004;Piau;Jan;42;2004;Janeiro;
2005;Piau;Jan;94;2005;Janeiro;
2006;Piau;Jan;133;2006;Janeiro;
2007;Piau;Jan;123;2007;Janeiro;
2008;Piau;Jan;61;2008;Janeiro;
2009;Piau;Jan;79;2009;Janeiro;
2010;Piau;Jan;99;2010;Janeiro;
2011;Piau;Jan;39;2011;Janeiro;
2012;Piau;Jan;80;2012;Janeiro;
2013;Piau;Jan;72;2013;Janeiro;
2014;Piau;Jan;79;2014;Janeiro;
2015;Piau;Jan;92;2015;Janeiro;
2016;Piau;Jan;94;2016;Janeiro;
2017;Piau;Jan;85;2017;Janeiro;
1998;Piau;Feb;0;1998;Fevereiro;
1999;Piau;Feb;22;1999;Fevereiro;
2000;Piau;Feb;12;2000;Fevereiro;
2001;Piau;Feb;0;2001;Fevereiro;
2002;Piau;Feb;160;2002;Fevereiro;
2003;Piau;Feb;3;2003;Fevereiro;
2004;Piau;Feb;20;2004;Fevereiro;
2005;Piau;Feb;26;2005;Fevereiro;
2006;Piau;Feb;23;2006;Fevereiro;
2007;Piau;Feb;11;2007;Fevereiro;
2008;Piau;Feb;21;2008;Fevereiro;
2009;Piau;Feb;19;2009;Fevereiro;
2010;Piau;Feb;54;2010;Fevereiro;
2011;Piau;Feb;11;2011;Fevereiro;
2012;Piau;Feb;31;2012;Fevereiro;
2013;Piau;Feb;68;2013;Fevereiro;
2014;Piau;Feb;14;2014;Fevereiro;
2015;Piau;Feb;38;2015;Fevereiro;
2016;Piau;Feb;97;2016;Fevereiro;
2017;Piau;Feb;24;2017;Fevereiro;
1998;Piau;Mar;0;1998;Março;
1999;Piau;Mar;4;1999;Março;
2000;Piau;Mar;14;2000;Março;
2001;Piau;Mar;2;2001;Março;
2002;Piau;Mar;63;2002;Março;
2003;Piau;Mar;15;2003;Março;
2004;Piau;Mar;27;2004;Março;
2005;Piau;Mar;13;2005;Março;
2006;Piau;Mar;18;2006;Março;
2007;Piau;Mar;31;2007;Março;
2008;Piau;Mar;4;2008;Março;
2009;Piau;Mar;17;2009;Março;
2010;Piau;Mar;47;2010;Março;
2011;Piau;Mar;15;2011;Março;
2012;Piau;Mar;71;2012;Março;
2013;Piau;Mar;14;2013;Março;
2014;Piau;Mar;88;2014;Março;
2015;Piau;Mar;35;2015;Março;
2016;Piau;Mar;53;2016;Março;
2017;Piau;Mar;25;2017;Março;
1998;Piau;Apr;0;1998;Abril;
1999;Piau;Apr;10;1999;Abril;
2000;Piau;Apr;15;2000;Abril;
2001;Piau;Apr;1;2001;Abril;
2002;Piau;Apr;87;2002;Abril;
2003;Piau;Apr;22;2003;Abril;
2004;Piau;Apr;10;2004;Abril;
2005;Piau;Apr;3;2005;Abril;
2006;Piau;Apr;1;2006;Abril;
2007;Piau;Apr;9;2007;Abril;
2008;Piau;Apr;7;2008;Abril;
2009;Piau;Apr;8;2009;Abril;
2010;Piau;Apr;56;2010;Abril;
2011;Piau;Apr;16;2011;Abril;
2012;Piau;Apr;119;2012;Abril;
2013;Piau;Apr;34;2013;Abril;
2014;Piau;Apr;63;2014;Abril;
2015;Piau;Apr;50;2015;Abril;
2016;Piau;Apr;35;2016;Abril;
2017;Piau;Apr;25;2017;Abril;
1998;Piau;May;0;1998;Maio;
1999;Piau;May;8;1999;Maio;
2000;Piau;May;25;2000;Maio;
2001;Piau;May;36;2001;Maio;
2002;Piau;May;84;2002;Maio;
2003;Piau;May;13;2003;Maio;
2004;Piau;May;80;2004;Maio;
2005;Piau;May;22;2005;Maio;
2006;Piau;May;0;2006;Maio;
2007;Piau;May;52;2007;Maio;
2008;Piau;May;12;2008;Maio;
2009;Piau;May;12;2009;Maio;
2010;Piau;May;231;2010;Maio;
2011;Piau;May;77;2011;Maio;
2012;Piau;May;334;2012;Maio;
2013;Piau;May;40;2013;Maio;
2014;Piau;May;138;2014;Maio;
2015;Piau;May;66;2015;Maio;
2016;Piau;May;60;2016;Maio;
2017;Piau;May;36;2017;Maio;
1998;Piau;June;46;1998;Junho;
1999;Piau;June;47;1999;Junho;
2000;Piau;June;18;2000;Junho;
2001;Piau;June;87;2001;Junho;
2002;Piau;June;161;2002;Junho;
2003;Piau;June;88;2003;Junho;
2004;Piau;June;239;2004;Junho;
2005;Piau;June;171;2005;Junho;
2006;Piau;June;40;2006;Junho;
2007;Piau;June;303;2007;Junho;
2008;Piau;June;33;2008;Junho;
2009;Piau;June;56;2009;Junho;
2010;Piau;June;208;2010;Junho;
2011;Piau;June;462;2011;Junho;
2012;Piau;June;834;2012;Junho;
2013;Piau;June;263;2013;Junho;
2014;Piau;June;373;2014;Junho;
2015;Piau;June;283;2015;Junho;
2016;Piau;June;153;2016;Junho;
2017;Piau;June;193;2017;Junho;
1998;Piau;July;189;1998;Julho;
1999;Piau;July;123;1999;Julho;
2000;Piau;July;75;2000;Julho;
2001;Piau;July;337;2001;Julho;
2002;Piau;July;534;2002;Julho;
2003;Piau;July;407;2003;Julho;
2004;Piau;July;564;2004;Julho;
2005;Piau;July;445;2005;Julho;
2006;Piau;July;150;2006;Julho;
2007;Piau;July;919;2007;Julho;
2008;Piau;July;97;2008;Julho;
2009;Piau;July;302;2009;Julho;
2010;Piau;July;1.696;2010;Julho;
2011;Piau;July;864;2011;Julho;
2012;Piau;July;1.755;2012;Julho;
2013;Piau;July;361;2013;Julho;
2014;Piau;July;1.177;2014;Julho;
2015;Piau;July;690;2015;Julho;
2016;Piau;July;754;2016;Julho;
2017;Piau;July;643;2017;Julho;
1998;Piau;Aug;711;1998;Agosto;
1999;Piau;Aug;499;1999;Agosto;
2000;Piau;Aug;415;2000;Agosto;
2001;Piau;Aug;1.133;2001;Agosto;
2002;Piau;Aug;2.28;2002;Agosto;
2003;Piau;Aug;864;2003;Agosto;
2004;Piau;Aug;1.002;2004;Agosto;
2005;Piau;Aug;943;2005;Agosto;
2006;Piau;Aug;911;2006;Agosto;
2007;Piau;Aug;3.551;2007;Agosto;
2008;Piau;Aug;290;2008;Agosto;
2009;Piau;Aug;790;2009;Agosto;
2010;Piau;Aug;4.035;2010;Agosto;
2011;Piau;Aug;1.958;2011;Agosto;
2012;Piau;Aug;3.614;2012;Agosto;
2013;Piau;Aug;1.015;2013;Agosto;
2014;Piau;Aug;2.265;2014;Agosto;
2015;Piau;Aug;2.057;2015;Agosto;
2016;Piau;Aug;1.647;2016;Agosto;
2017;Piau;Aug;1.572;2017;Agosto;
1998;Piau;Sept;1.991;1998;Setembro;
1999;Piau;Sept;872;1999;Setembro;
2000;Piau;Sept;1.099;2000;Setembro;
2001;Piau;Sept;2.401;2001;Setembro;
2002;Piau;Sept;2.475;2002;Setembro;
2003;Piau;Sept;3.399;2003;Setembro;
2004;Piau;Sept;2.662;2004;Setembro;
2005;Piau;Sept;3.136;2005;Setembro;
2006;Piau;Sept;1.618;2006;Setembro;
2007;Piau;Sept;4.078;2007;Setembro;
2008;Piau;Sept;1.472;2008;Setembro;
2009;Piau;Sept;1.709;2009;Setembro;
2010;Piau;Sept;5.392;2010;Setembro;
2011;Piau;Sept;4.402;2011;Setembro;
2012;Piau;Sept;4.479;2012;Setembro;
2013;Piau;Sept;2.311;2013;Setembro;
2014;Piau;Sept;2.536;2014;Setembro;
2015;Piau;Sept;5.828;2015;Setembro;
2016;Piau;Sept;1.394;2016;Setembro;
2017;Piau;Sept;3.422;2017;Setembro;
1998;Piau;Oct;2.586;1998;Outubro;
1999;Piau;Oct;1.438;1999;Outubro;
2000;Piau;Oct;2.558;2000;Outubro;
2001;Piau;Oct;3.742;2001;Outubro;
2002;Piau;Oct;2.757;2002;Outubro;
2003;Piau;Oct;2.332;2003;Outubro;
2004;Piau;Oct;2.144;2004;Outubro;
2005;Piau;Oct;3.263;2005;Outubro;
2006;Piau;Oct;1.443;2006;Outubro;
2007;Piau;Oct;2.331;2007;Outubro;
2008;Piau;Oct;1.83;2008;Outubro;
2009;Piau;Oct;913;2009;Outubro;
2010;Piau;Oct;3.863;2010;Outubro;
2011;Piau;Oct;1.484;2011;Outubro;
2012;Piau;Oct;2.506;2012;Outubro;
2013;Piau;Oct;1.269;2013;Outubro;
2014;Piau;Oct;1.788;2014;Outubro;
2015;Piau;Oct;4.068;2015;Outubro;
2016;Piau;Oct;2.598;2016;Outubro;
2017;Piau;Oct;3.004;2017;Outubro;
1998;Piau;Nov;424;1998;Novembro;
1999;Piau;Nov;334;1999;Novembro;
2000;Piau;Nov;450;2000;Novembro;
2001;Piau;Nov;1.484;2001;Novembro;
2002;Piau;Nov;1.174;2002;Novembro;
2003;Piau;Nov;1.248;2003;Novembro;
2004;Piau;Nov;1.798;2004;Novembro;
2005;Piau;Nov;1.599;2005;Novembro;
2006;Piau;Nov;740;2006;Novembro;
2007;Piau;Nov;939;2007;Novembro;
2008;Piau;Nov;594;2008;Novembro;
2009;Piau;Nov;1.336;2009;Novembro;
2010;Piau;Nov;1.417;2010;Novembro;
2011;Piau;Nov;825;2011;Novembro;
2012;Piau;Nov;447;2012;Novembro;
2013;Piau;Nov;640;2013;Novembro;
2014;Piau;Nov;717;2014;Novembro;
2015;Piau;Nov;897;2015;Novembro;
2016;Piau;Nov;1.126;2016;Novembro;
2017;Piau;Nov;449;2017;Novembro;
1998;Piau;Dec;119;1998;Dezembro;
1999;Piau;Dec;74;1999;Dezembro;
2000;Piau;Dec;79;2000;Dezembro;
2001;Piau;Dec;230;2001;Dezembro;
2002;Piau;Dec;373;2002;Dezembro;
2003;Piau;Dec;459;2003;Dezembro;
2004;Piau;Dec;788;2004;Dezembro;
2005;Piau;Dec;486;2005;Dezembro;
2006;Piau;Dec;339;2006;Dezembro;
2007;Piau;Dec;317;2007;Dezembro;
2008;Piau;Dec;329;2008;Dezembro;
2009;Piau;Dec;570;2009;Dezembro;
2010;Piau;Dec;357;2010;Dezembro;
2011;Piau;Dec;362;2011;Dezembro;
2012;Piau;Dec;334;2012;Dezembro;
2013;Piau;Dec;468;2013;Dezembro;
2014;Piau;Dec;346;2014;Dezembro;
2015;Piau;Dec;626;2015;Dezembro;
2016;Piau;Dec;374;2016;Dezembro;
1998;Rio;Jan;0;1998;Janeiro;
1999;Rio;Jan;0;1999;Janeiro;
2000;Rio;Jan;0;2000;Janeiro;
2001;Rio;Jan;0;2001;Janeiro;
2002;Rio;Jan;0;2002;Janeiro;
2003;Rio;Jan;0;2003;Janeiro;
2004;Rio;Jan;1;2004;Janeiro;
2005;Rio;Jan;5;2005;Janeiro;
2006;Rio;Jan;12;2006;Janeiro;
2007;Rio;Jan;0;2007;Janeiro;
2008;Rio;Jan;1;2008;Janeiro;
2009;Rio;Jan;3;2009;Janeiro;
2010;Rio;Jan;13;2010;Janeiro;
2011;Rio;Jan;10;2011;Janeiro;
2012;Rio;Jan;12;2012;Janeiro;
2013;Rio;Jan;9;2013;Janeiro;
2014;Rio;Jan;35;2014;Janeiro;
2015;Rio;Jan;97;2015;Janeiro;
2016;Rio;Jan;9;2016;Janeiro;
2017;Rio;Jan;15;2017;Janeiro;
1998;Rio;Feb;0;1998;Fevereiro;
1999;Rio;Feb;0;1999;Fevereiro;
2000;Rio;Feb;1;2000;Fevereiro;
2001;Rio;Feb;3;2001;Fevereiro;
2002;Rio;Feb;1;2002;Fevereiro;
2003;Rio;Feb;10;2003;Fevereiro;
2004;Rio;Feb;8;2004;Fevereiro;
2005;Rio;Feb;4;2005;Fevereiro;
2006;Rio;Feb;7;2006;Fevereiro;
2007;Rio;Feb;15;2007;Fevereiro;
2008;Rio;Feb;2;2008;Fevereiro;
2009;Rio;Feb;5;2009;Fevereiro;
2010;Rio;Feb;73;2010;Fevereiro;
2011;Rio;Feb;36;2011;Fevereiro;
2012;Rio;Feb;11;2012;Fevereiro;
2013;Rio;Feb;12;2013;Fevereiro;
2014;Rio;Feb;116;2014;Fevereiro;
2015;Rio;Feb;36;2015;Fevereiro;
2016;Rio;Feb;16;2016;Fevereiro;
2017;Rio;Feb;34;2017;Fevereiro;
1998;Rio;Mar;0;1998;Março;
1999;Rio;Mar;0;1999;Março;
2000;Rio;Mar;0;2000;Março;
2001;Rio;Mar;0;2001;Março;
2002;Rio;Mar;1;2002;Março;
2003;Rio;Mar;23;2003;Março;
2004;Rio;Mar;4;2004;Março;
2005;Rio;Mar;7;2005;Março;
2006;Rio;Mar;8;2006;Março;
2007;Rio;Mar;27;2007;Março;
2008;Rio;Mar;2;2008;Março;
2009;Rio;Mar;5;2009;Março;
2010;Rio;Mar;10;2010;Março;
2011;Rio;Mar;7;2011;Março;
2012;Rio;Mar;20;2012;Março;
2013;Rio;Mar;9;2013;Março;
2014;Rio;Mar;38;2014;Março;
2015;Rio;Mar;23;2015;Março;
2016;Rio;Mar;16;2016;Março;
2017;Rio;Mar;10;2017;Março;
1998;Rio;Apr;0;1998;Abril;
1999;Rio;Apr;1;1999;Abril;
2000;Rio;Apr;2;2000;Abril;
2001;Rio;Apr;2;2001;Abril;
2002;Rio;Apr;8;2002;Abril;
2003;Rio;Apr;11;2003;Abril;
2004;Rio;Apr;3;2004;Abril;
2005;Rio;Apr;1;2005;Abril;
2006;Rio;Apr;8;2006;Abril;
2007;Rio;Apr;9;2007;Abril;
2008;Rio;Apr;2;2008;Abril;
2009;Rio;Apr;1;2009;Abril;
2010;Rio;Apr;10;2010;Abril;
2011;Rio;Apr;12;2011;Abril;
2012;Rio;Apr;12;2012;Abril;
2013;Rio;Apr;9;2013;Abril;
2014;Rio;Apr;25;2014;Abril;
2015;Rio;Apr;24;2015;Abril;
2016;Rio;Apr;45;2016;Abril;
2017;Rio;Apr;12;2017;Abril;
1998;Rio;May;0;1998;Maio;
1999;Rio;May;7;1999;Maio;
2000;Rio;May;5;2000;Maio;
2001;Rio;May;4;2001;Maio;
2002;Rio;May;4;2002;Maio;
2003;Rio;May;1;2003;Maio;
2004;Rio;May;0;2004;Maio;
2005;Rio;May;11;2005;Maio;
2006;Rio;May;4;2006;Maio;
2007;Rio;May;2;2007;Maio;
2008;Rio;May;0;2008;Maio;
2009;Rio;May;37;2009;Maio;
2010;Rio;May;6;2010;Maio;
2011;Rio;May;17;2011;Maio;
2012;Rio;May;18;2012;Maio;
2013;Rio;May;16;2013;Maio;
2014;Rio;May;20;2014;Maio;
2015;Rio;May;21;2015;Maio;
2016;Rio;May;30;2016;Maio;
2017;Rio;May;15;2017;Maio;
1998;Rio;June;3;1998;Junho;
1999;Rio;June;8;1999;Junho;
2000;Rio;June;14;2000;Junho;
2001;Rio;June;13;2001;Junho;
2002;Rio;June;13;2002;Junho;
2003;Rio;June;13;2003;Junho;
2004;Rio;June;19;2004;Junho;
2005;Rio;June;16;2005;Junho;
2006;Rio;June;19;2006;Junho;
2007;Rio;June;3;2007;Junho;
2008;Rio;June;4;2008;Junho;
2009;Rio;June;33;2009;Junho;
2010;Rio;June;7;2010;Junho;
2011;Rio;June;33;2011;Junho;
2012;Rio;June;14;2012;Junho;
2013;Rio;June;17;2013;Junho;
2014;Rio;June;54;2014;Junho;
2015;Rio;June;33;2015;Junho;
2016;Rio;June;37;2016;Junho;
2017;Rio;June;68;2017;Junho;
1998;Rio;July;21;1998;Julho;
1999;Rio;July;14;1999;Julho;
2000;Rio;July;22;2000;Julho;
2001;Rio;July;57;2001;Julho;
2002;Rio;July;17;2002;Julho;
2003;Rio;July;42;2003;Julho;
2004;Rio;July;23;2004;Julho;
2005;Rio;July;20;2005;Julho;
2006;Rio;July;54;2006;Julho;
2007;Rio;July;15;2007;Julho;
2008;Rio;July;14;2008;Julho;
2009;Rio;July;56;2009;Julho;
2010;Rio;July;55;2010;Julho;
2011;Rio;July;121;2011;Julho;
2012;Rio;July;50;2012;Julho;
2013;Rio;July;58;2013;Julho;
2014;Rio;July;62;2014;Julho;
2015;Rio;July;74;2015;Julho;
2016;Rio;July;131;2016;Julho;
2017;Rio;July;70;2017;Julho;
1998;Rio;Aug;21;1998;Agosto;
1999;Rio;Aug;88;1999;Agosto;
2000;Rio;Aug;34;2000;Agosto;
2001;Rio;Aug;129;2001;Agosto;
2002;Rio;Aug;184;2002;Agosto;
2003;Rio;Aug;191;2003;Agosto;
2004;Rio;Aug;74;2004;Agosto;
